,제목,작가,장르,줄거리,url,썸네일,플랫폼,키워드
584,시간과 사연,"
							콜라베어","스토리, 로맨스","10년 전, 더할 나위 없이 행복한 시간을 함께 보냈던 사남매와 반지.앞으로도 영원할 거라 생각했던 시간은 갑작스럽게 끝이 났고, 백영은 반지와 멀어지게 된다.둘은 다시 직장에서 재회하게 되지만, 여전히 반지는 백영을 밀어내는데….이에 백영은 반지를 다시 놓치고 싶지 않아 끝까지 그녀에게 다가간다.과연 백영과 반지는 예전처럼 다시 함께 할 수 있을까?",https://comic.naver.com/webtoon/list?titleId=789645&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/789645/thumbnail/thumbnail_IMAG06_7054e87f-6f2c-4dba-b0ca-70c4a69b3993.jpg,네이버 웹툰,"['반지', '백영은', '직장', '재회', '나위']"
585,내 최애가 위험해,"
							요신 / 우리","스토리, 로맨스","이름도 얼굴도 알려진 게 없는 인기 게임 너투버 ‘제이’. 여고생 민지는 자칭 타칭 제이덕후이다.그러던 어느 날, 제이가 하루아침에 폭행범으로 몰리는 일이 발생하고, 의혹은 점점 눈덩이처럼 커져만 간다.그러자 더 이상 내 최애의 누명을 보고만 있을 수 없는 민지! 최애의 누명을 스스로 벗겨내리라 다짐하고 추리를 시작하는데...과연, 이 사건의 진실은 무엇일까?",https://comic.naver.com/webtoon/list?titleId=784825&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/784825/thumbnail/thumbnail_IMAG06_e389ecde-d99a-479f-8a4f-15733c428346.jpg,네이버 웹툰,"['민지', '제이', '투버', '게임', '로맨스']"
586,안전한 하루 되세요!,"
							쌔우","스토리, 로맨스","어릴 적부터 불의를 참지 못하는 민주는 작고 귀여운 외모와 달리 누구보다 힘이 세고 상대를 제압하는 기술까지 겸비하고 있다.그러던 어느 날, 신입생 환영회에서 학교 후배인 주원을 치한으로 잘못 오해하여 급기야 그의 팔까지 부러뜨리게 되고..!별일 아니라는 듯 신경 쓰지 말라는 주원이 걱정된 민주는 팔이 나을 때까지 그를 지켜주기로 하는데!?",https://comic.naver.com/webtoon/list?titleId=792718&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/792718/thumbnail/thumbnail_IMAG06_643d5ef2-bcbd-4793-aeaa-a69403e303a1.jpg,네이버 웹툰,"['민주', '별일', '걱정', '오해', '후배']"
587,본투비갓,"
							턱점","스토리, 판타지","돈에 미친 양아치 선도부 ‘김태성’.어느 날 옆집으로 이사 온 무당 ‘화려한'을 만난 이후로 그의 주변에 무당이 하나둘씩 꼬이게 되고, 귀신에 씌인 존재가 태성을 공격하기 시작하는데…태성에게 요괴 '두억시니'를 빙의시키는 화려한.과연 태성은 두억시니와 함께 자신의 목숨을 지킬 수 있을까?",https://comic.naver.com/webtoon/list?titleId=784846&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/784846/thumbnail/thumbnail_IMAG06_f13fca57-776c-431a-bc0b-5b8bbcfcec49.jpg,네이버 웹툰,"['만난', '목숨', '성은', '공격', '선도']"
588,층간소음,"
							양송","스토리, 스릴러","계약직 사원인 성실함의 끝판왕 서시우는 드디어 정식 사원으로 입성하는 데 성공한다. 거기에 덤으로 비밀사내연애의 짜릿함까지!이제 자신의 미래를 드디어 꿈꿔볼 수 있게 됐다.그런데 어느날, 자신의 아파트에서 들리기 시작한 진동과 소음! 처음에는 참으려 했으니 그 소음은 이제 도저히 참을 수 없을 정도로 서시우의 삶을 옥죄어 간다.방법은 단 한가지. 정면돌파.용기를 내 위층집을 찾아간 서시우. 그리고 그 현관문이 열리는 순간, 서시우의 몸은 얼어버리고 만다.",https://comic.naver.com/webtoon/list?titleId=784851&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/784851/thumbnail/thumbnail_IMAG06_07db1825-e62a-4141-9d6c-c7b318c72c23.jpg,네이버 웹툰,"['우의', '거기', '계약', '끝판', '미래']"
589,헌터 잭,"
							호야","스토리, 액션",*<헌터 잭>은 격주로 연재됩니다.*황폐한 땅 한복판에 버리진 빈민촌. 잭이 살고 있는 마을에 도시개발업자들이 나타나 떠날 것을 요구한다. 가진거라곤 빚과 빈곤함 뿐. 당장 2주 뒤에 떠나기는 턱없이 부족한 재산이다.그러던 그에게 찾아온 우연한 기회.  뱀파이어 헌터로 살면 제법 돈을 벌 수 있다고 한다. 더 이상 물러날 곳 없던 그는 앞뒤 가릴 것 없이 헌터로서의 삶에 뛰어들게 된다,https://comic.naver.com/webtoon/list?titleId=791675&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/791675/thumbnail/thumbnail_IMAG06_61dcf164-c9ac-465b-ac40-6c02aaf4808a.jpg,네이버 웹툰,"['격주', '기회', '로서', '뱀파이어', '앞뒤']"
590,우주 최강의 첫사랑,"
							정하림 / 갱","스토리, 로맨스","산악인이던 아버지가 에베레스트에서 죽은 해, 동네 뒷산에서 외계인을 만나 그 뒤로 외계인 덕후가 되어버린 우주는외계인을 봤다는 말 때문에 왕따를 당한 경험이 있다. 때문에 이 사실을 철저히 감추고 살기로 결심하고, 평범과 튀지 않은 삶이 모토가 되었지만요상한 장소에서 외계인 추적 동아리는 회원 모집 공고를 발견하게 되었다.그 동아리에서는 교내 최고 인기남, 희문이 새 멤버로 들어오고 심상치 않은 분위기를 풍기고 있다.",https://comic.naver.com/webtoon/list?titleId=787731&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/787731/thumbnail/thumbnail_IMAG06_3eaf8167-da24-4e8c-824b-1b9495611e57.jpg,네이버 웹툰,"['동아리', '외계인', '공고', '모집', '발견']"
591,미치도록 너만을,"
							월귤 / 해가 / Lunar 이지연","스토리, 로맨스","임시보호 중인 고양이를 찾아 호텔 게스트 하우스까지 들어가게 된 인턴 세희.하필 그곳은 하나그룹 이재현 전무가 머무는 곳.인기척 소리에 놀라 욕실에 숨었는데!?관능적인 숨소리와 함께 물줄기가 쏟아지고, 뿌연 수증기가 욕실을 채운다.촤악! 샤워 커튼이 열리고, 재현의 싸늘한 시선과 마주친 세희!“마지막 근무하는 날까지 내 눈앞에 나타나지 말도록”",https://comic.naver.com/webtoon/list?titleId=786920&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/786920/thumbnail/thumbnail_IMAG06_1cd1fbb3-f6a7-4485-b565-01af8f06e7dc.jpg,네이버 웹툰,"['근무', '눈앞', '마지막', '샤워', '시선']"
592,불지옥 로맨스,"
							정성완","스토리, 로맨스",모든 연재처에서 차기작을 거절당한 인기 없는 웹툰작가. ​술자리에서 악마에게 영혼이라도 팔고 싶다는 푸념을 하자 진짜 악마의 전화번호를 받게 된다. ​곧 잘생긴 악마가 찾아오고 생명력을 대가로 한 대박작가 되기 계약을 하게 되는데...​,https://comic.naver.com/webtoon/list?titleId=790625&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/790625/thumbnail/thumbnail_IMAG06_bfe776f3-ae85-4002-b57b-f68cd475efff.jpg,네이버 웹툰,"['악마', '거절', '로맨스', '술자리', '영혼']"
593,답은 정해져 있다,"
							김민혁","스토리, 스릴러","정직고등학교에는 아주 특별한 장학금 제도가 존재한다.전교생에게 주어지는 블랙카드. 일주일 동안만 쓸 수 있는 카드지만 인출, 양도, 이체는 불가능하다.1등급의 블랙카드에는 무려 장학금 1억원!거액의 장학금을 둘러싼 학생들의 치열한 생존 싸움, 그 속에서 누군가 시험답안지를 공유하기 시작한다...!",https://comic.naver.com/webtoon/list?titleId=792326&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/792326/thumbnail/thumbnail_IMAG06_4a4efc75-6653-4eb5-9c82-bcb2d35d4ae3.jpg,네이버 웹툰,"['장학금', '블랙', '거액', '누군가', '답안']"
594,밑빠진 용병대에 돈 붓기,"
							체셔냐옹 / 치카","스토리, 판타지","눈보라 속에서 길을 잃었다 구조된 이지현. 하지만 그곳은 아무리 봐도 한국이 아니었다!지현을 구해준 건 최강의 전사 발데마르가 이끄는 최정예 군사집단 니오 용병대?!지현은 생존을 위해 그들에게 능력을 팔기로 한다. ""혹시 경영지도사 한 명 필요하지 않으세요?""과연 지현은 니오 용병대를 살리고, 자신 또한 무사히 집에 돌아갈 방법을 찾을 수 있을까?",https://comic.naver.com/webtoon/list?titleId=784823&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/784823/thumbnail/thumbnail_IMAG06_0b1459e5-21ea-47b7-b5ed-4e18d5a6a2a5.jpg,네이버 웹툰,"['지현', '전사', '집단', '최강', '구해']"
595,해피니스,"
							진철수, 박시현 / 정석현","스토리, 드라마","같은 출발, 다른 전개! 드라마 <해피니스>와는 또 다른 새봄과 이현의 이야기!고등학교 때부터 서로 남다른 인상을 심어준 형사 이현과 그의 생명의 은인인 경찰특공대 새봄, 둘은 각자의 사심을 채우기 위해 위장 결혼을 하게 된다.결혼을 통해 꿈에 그리던 '내 집'을 갖게 된 새봄과 고등학교 때부터 남몰래 새봄을 짝사랑해온 이현은 새로운 관계와 앞으로의 삶에 설레지만,그 설렘도 잠시, 둘의 안락한 보금자리에 사람을 물어뜯는 감염자가 나타난다.",https://comic.naver.com/webtoon/list?titleId=784990&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/784990/thumbnail/thumbnail_IMAG06_be8c82d9-e954-42f2-b986-1a2fd06b41c9.jpg,네이버 웹툰,"['결혼', '새봄', '고등학교', '경찰', '위장']"
596,꼰대 관찰자,"
							진아","스토리, 드라마","주인공 대곤은 나이도, 직급도 기성세대와 MZ 세대 사이에 애매하게 끼어있다.그 사이에서 누구보다 평범하게 살고 있는 그의 삶의 모토는 '꼰대로 늙지 않는 것'.하지만 주변에 꼰대들은 하나둘 늘어가고, 꼰대에게 사이다 발언을 하는 젊은 세대 역시 좋게 보이지도 않는데... 그들을 관찰하다 보면 꼰대가 되지 않는 법도 깨닫게 되지 않을까?",https://comic.naver.com/webtoon/list?titleId=787730&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/787730/thumbnail/thumbnail_IMAG06_9445aeda-fecd-4fc8-8fd7-8b1b67d725e4.jpg,네이버 웹툰,"['세대', '사이', '꼰대들', '법도', '관찰']"
597,왕은 그림자 숲에 잠든다,"
							현민예 / 효설 / 245","스토리, 로맨스","황제 이청의 청혼을 거절한 대가로 나라를 잃은 왕, 나루. 치욕을 안고 도망쳐 온 북방 숲에서 낯선 사내, 호안을 만난다.나루는 호안의 보살핌으로 몸과 마음을 회복해가지만…. 점점 엇갈려가는 연정과 가까워지는 복수의 날. 나루는 사랑과 왕위, 모두를 지킬 수 있을까.",https://comic.naver.com/webtoon/list?titleId=787463&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/787463/thumbnail/thumbnail_IMAG06_5c9743f3-6774-4eae-9365-c10a85963c79.jpg,네이버 웹툰,"['호안', '나루', '대가', '로맨스', '나라']"
598,방구석 히어로,"
							시호 / 은휘","스토리, 판타지","엄마 속을 시커멓게 썩이는 만년 꼴통 백수 아들 ‘나강남’ 무슨 바람이 불었는지 내일부터 효자가 되기로 결심한다. 시끄러운 소리에 잠에서 깨어 창문을 열어보는데...이게 뭐야? 왜 집 앞에 슬라임이 있어? 집과 통째로 이세계에 와버렸다?!집으로 아니, 엄마에게 돌아가기 위한 강남의 모험이 시작된다.",https://comic.naver.com/webtoon/list?titleId=784816&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/784816/thumbnail/thumbnail_IMAG06_0123858b-3e3d-4129-a815-98d96d81689e.jpg,네이버 웹툰,"['강남', '엄마', '결심', '꼴통', '내일']"
599,적어주세요!,"
							바구니","스토리, 로맨스","펜을 이상하게 쥐는 습관 때문에 글씨 쓰기에 콤플렉스가 있던 차도희!그런 그녀의 글씨를 원하는 디자인팀 팀장 정찬열은 프로젝트에 합류하라며 그녀를 끌어당긴다.프로젝트로 만난 사이지만 하나씩 문제를 해결해나갈 때마다 도희와 찬열은 가까워지는데…두 사람은 프로젝트도, 사랑도 성공할 수 있게 될까?오늘도 도희는 진심을 전하기 위해 글씨를 쓴다.",https://comic.naver.com/webtoon/list?titleId=785450&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/785450/thumbnail/thumbnail_IMAG06_8b20ade7-50ad-462c-a821-bf451ab8bed5.jpg,네이버 웹툰,"['글씨', '프로젝트', '디자인', '정찬', '차도']"
600,마녀의 소녀,"
							제피가루 / 수국","스토리, 드라마",눈에 띄지 않은 평범한 여고생 안나린은 같은반 동준을 짝사랑한다.소원을 말해보라는 신비스러운 전학생 진희에게 사랑을 이루게 해 달라고 소원을 빌고정말 그 소원은 마법처럼 이루어진다.하지만 소원을 이뤄진 뒤  끔찍한 대가가 안나린을 기다리고 있었다.,https://comic.naver.com/webtoon/list?titleId=789612&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/789612/thumbnail/thumbnail_IMAG06_081ae4bd-a220-4447-950a-34a562fc8e7a.jpg,네이버 웹툰,"['소원', '마법', '보라', '진희', '달라']"
601,천신의 요람,"
							임솔이 / 항낭","스토리, 로맨스","""하룻밤만 같이 있어주면 안됩니까?"" ""…딱 하루 만이다."" 귀찮았던 그녀에게 특별한 힘이 있음을 알게 된 '카신'은 '다란'을 찾아 나선다. 서로에게 서로가 필요함을 알게되고 요물들로부터 지켜주겠다는 말에 계약이 성사된다.시작은 계약관계, 하지만 점차 서로가 신경 쓰이게 되는데…원수인듯 연인인듯 선인 '카신'과 인간 '다란'의 공생 판타지 로맨스!",https://comic.naver.com/webtoon/list?titleId=784838&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/784838/thumbnail/thumbnail_IMAG06_70b63274-ae98-49da-84ca-df30ee41402f.jpg,네이버 웹툰,"['계약', '공생', '선인', '시작', '신경']"
602,좋아하게 될 거야,"
							박수정(방울마마) / 이굴림","스토리, 로맨스","""빤스를 노려.""같은 과 선배, 강윤석을 오랫동안 짝사랑하고 있는 스물세 살 대학생, 윤지민.용하다는 무당을 찾아가 그의 마음을 훔칠 수 있는 부적을 써 오는데, 글쎄 반드시 그의 속옷에다 숨겨야만 한다지 뭔가!",https://comic.naver.com/webtoon/list?titleId=784819&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/784819/thumbnail/thumbnail_IMAG06_53aadc17-07ba-45b7-a7a8-dd049b3efaaa.jpg,네이버 웹툰,"['글쎄', '다지', '로맨스', '무당', '빤스']"
603,게임의 법칙,"
							유티스트","스토리, 액션","격투게임 <블러드피스트>의 고인물인 윤시우에게 특이점이 왔다.현실에서도 게임 속 커맨더가 보이는 것.게임에 지루함을 느끼던 시우는 실제 싸움에 눈을 돌리기 시작했고자신의 능력을 이용해 학교를 재패하려 했으나,  설표 ""홍민재""에게 패배하게 된다.그런 그 와의 재대결을 위해 시우는 격투기 동아리 ""라라파루자""에 가입하게 되는데...",https://comic.naver.com/webtoon/list?titleId=787372&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/787372/thumbnail/thumbnail_IMAG06_734014d0-5a12-48c2-ab70-fb061492b381.jpg,네이버 웹툰,"['특이점', '격투게임', '드피스트', '블러', '시우']"
604,들개,"
							홍원찬 / 최감자","스토리, 액션","소중한 사람을 살인 사건으로 잃게 된 형사 광렬.경찰을 그만두고 무의미한 하루를 살아간다.어느 날, 갑자기 찾아온 제보자로 인해 알게 된 살인 사건의 진상 잔혹한 사건의 진상과 광기어린 용의자들! 사냥감을 포착한 들개가 된 광렬의 처절한 복수가 시작된다.",https://comic.naver.com/webtoon/list?titleId=789543&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/789543/thumbnail/thumbnail_IMAG06_2e6734cf-bfc8-4a9f-a610-a827a8c499c0.jpg,네이버 웹툰,"['사건', '살인', '광렬', '복수', '진상']"
605,"한여름, 밤의 꿈","
							김수박 / 칸","스토리, 로맨스","한서고등학교의 전설, 큐피트의 연못! 연못 앞에서 짝사랑 이름을 외치면 꿈에서 만나 사랑에 빠진다?!타인의 꿈을 넘나들며 서로의 꿈을 이어줄 수 있는 '한여름'. 여름은 교생 실습생이 되어 자신의 모교인 한서고등학교로 향하고그곳에서 자신의 첫사랑 '하진'과 모두의 짝사랑남 '시우'를 만나게 되는데…꿈에서 시작되는 그들의 청춘 로맨스!",https://comic.naver.com/webtoon/list?titleId=784822&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/784822/thumbnail/thumbnail_IMAG06_3a0a005d-8e4a-41eb-b003-f52905f7d33e.jpg,네이버 웹툰,"['고등학교', '로맨스', '짝사랑', '교인', '시작']"
606,리얼월드 ; 밸런스붕괴자,"
							콩이 / 엘코","스토리, 판타지","게임을 좋아하는 평범한 고등학생 최강우. 어느 날, 어릴 적부터 단골이었던 게임 가게가 폐업한다는 소식을 듣게 된다. 마지막으로 가게를 찾은 날 가게 주인은 이름 모를 모바일 게임의 QR코드를 건넨다. …호기심으로 시작한 이 게임, 뭔가 이상하다!? 처음 받은 미션이 물 3컵 마시는 거라고? 어이없는 미션을 대수롭지 않게 무시한 그 순간, 실패 벌칙이 현실 세계에서 일어나버렸다!!점점 위험해지는 미션들 속에서 강우는 자신의 현실을 지켜내야 한다!!",https://comic.naver.com/webtoon/list?titleId=784842&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/784842/thumbnail/thumbnail_IMAG06_3474a146-3923-43b1-baee-8bbba7969e2c.jpg,네이버 웹툰,"['강우', '게임', '가게', '세계', '무시']"
607,비타운,"
							요신 / 김선우","스토리, 드라마","해고 위기의 기자, 주영.‘기레기’짓이라도 해서 특종을 따내보려 하지만 쉽지 않다.그러던 중, 우연히 주영의 레이더에 포착된 찌라시가 하나 있었으니...바로, 비혼, 비출산의 아이콘으로 유명해진최고의 셀럽 스테파니 진이사실은 애엄마 라는 것!결국, 특종에 목마른 주영은 스테파니의 비밀을 밝히기 위해 비타운에 잠입하기로 작정하는데...!과연, 비혼모 스캔들의 진실은 무엇일까?",https://comic.naver.com/webtoon/list?titleId=794422&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/794422/thumbnail/thumbnail_IMAG06_14e54d20-5571-4ee2-a7e6-678de2814fa3.jpg,네이버 웹툰,"['주영', '특종', '스캔들', '아이콘', '스테파니']"
608,자장자장,"
							MJ / 백리","스토리, 로맨스","악마 중에 가장 강력하고 가장 지독한 악마는 바로... 자도 자도 잠이 오게 하는... 잠의 악마, 수마다!600년간 한 번도 잠이 든 적 없는 수마는 자신의 주문에 걸려들지 않는 인간 여자를 만나 처음으로 휴식을 취한다. “이렇게 좋은 인간 비타민이 있다니. 아주 기특하군.” 특별대우를 하며 그녀를 챙기는데. 아뿔싸, 푹 빠져버렸다. 한낱 하찮은 인간에게.",https://comic.naver.com/webtoon/list?titleId=788967&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/788967/thumbnail/thumbnail_IMAG06_82c90637-8aa4-4665-b5d0-2ecad8961a4f.jpg,네이버 웹툰,"['수마', '주문', '처음', '취한', '휴식']"
609,열린 지옥문 닫힘,"
							녹밤","스토리, 로맨스","항상 크고 작은 불운이 가득한 고등학생 문옥지.더 큰 불운이 오는 것을 막아주는 옥지의 소꿉친구이자 담당 저승사자인 하성.그러던 어느 날 하성이 감지하지 못한 사고가 일어나게 되고, 옥지의 운명은 절망으로 치닫는다.그리고 옥지의 앞에 나타나는 또 다른 수상한 저승사자.옥지가 자신의 운명을 무사히 되돌리기 위한 여정이 시작된다.",https://comic.naver.com/webtoon/list?titleId=790354&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/790354/thumbnail/thumbnail_IMAG06_f18c69db-1f2d-410f-bcd5-702c0ab40f2b.jpg,네이버 웹툰,"['운명', '저승사자', '담당', '사고', '하성']"
610,인간의 자격,"
							MU / 초연","스토리, 드라마","같은 반 친구를 구하려다 되려 학교 폭력의 가해자로 몰린 태수.과거에 얽매여 트라우마를 극복하지 못하고, 알콜중독자가 되어 가족과 사회에 해를 끼치는 호준. 13년 전, 학교 폭력으로 얽힌 두 사람이 보호관찰관과 대상자로 다시 만났다!",https://comic.naver.com/webtoon/list?titleId=784836&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/784836/thumbnail/thumbnail_IMAG06_e674af54-c3df-474c-8f71-e4c3555cf4f4.jpg,네이버 웹툰,"['과거', '관찰', '드라마', '가족', '대상자']"
611,해님의 용왕님,"
							차에","스토리, 로맨스","어릴 적 무당 할머니의 ""너의 짝은 용왕이야!"" 한마디에 운명을 기다리다 혼기를 놓쳐버린 '신해'. 결국 혼인촌에 입소하게 된다.그러던 어느 날 강물 위로 튀어 오른 선비 중의 선비 '김윤제'를 만나게 되고, 자신의 용왕님이라 확신한다.근데 이 남자, 조금 이상하다. 하루라도 책을 안 읽으면 '글손실'이 온다고...?",https://comic.naver.com/webtoon/list?titleId=784847&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/784847/thumbnail/thumbnail_IMAG06_b3791a43-be45-4dbf-be86-6bf56fd3fcb2.jpg,네이버 웹툰,"['용왕', '선비', '위로', '강물', '오른']"
612,어둠이 밀려오면,"
							이늑태 / 땡바 / 송지담","스토리, 드라마","“이 학교는 위험해.”사람이 살 수 없는 땅. 망자가 나가지 못하고 고여 버리는 땅. 그곳에 자민 자립형 사립 고등학교가 들어선다.생자와 망자가 뒤섞인 곳, 그곳에 영매의 운명이 주어진 은비가 입학하게 된다.“무서워하지 마. 무슨 일이 있어도 반드시 너만은, 너만은 어떻게든 집으로 돌려보낼게.”은비는 입학 전 우연히 만나 도움을 얻었던 선우와 함께 학교에 숨겨진 귀신의 길을 헤매며 망자들의 이야기를 들어주고, 사건을 해결해 나가지만자민고의 비밀은 뒤늦게 모습을 드러내는데….“아 참, 깜빡하고 말을 안 했는데, 이 건물은 2층짜리 건물이거든? 혹시 3층으로 올라가는 계단이 생겨도 절대 올라가지 마.”",https://comic.naver.com/webtoon/list?titleId=784844&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/784844/thumbnail/thumbnail_IMAG06_27624966-95b6-4511-ab76-1645c7fd450a.jpg,네이버 웹툰,"['자민', '학교', '입학', '고의', '귀신']"
613,벨과 야수의 근로계약,"
							도넛먹는해달 / 우메오","스토리, 로맨스","하룻밤에 대상단의 부상단주에서 알거지가 된 벨.어떻게든 재기의 발판을 마련해 보려는데 야수한테까지 빚을 져버린 아버지! 그런 우리에게 야수가 내건 조건이 조금 이상한데?!""빚을 청산하지 못하겠으면 내 배우자를 찾아줘.""과연 벨과 야수는 무사히 계약내용대로 배우자를 찾고 빚을 청산할 수 있을까?두 사람의 조금 이상하고 특별한 로맨스 판타지!",https://comic.naver.com/webtoon/list?titleId=785303&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/785303/thumbnail/thumbnail_IMAG06_7c8d14e9-3b15-4e4c-92cb-2afcf553694b.jpg,네이버 웹툰,"['대상', '청산', '내용', '단주', '발판']"
614,소중한 날은 언제나 비가 내린다,"
							RYO. / YABOMI","스토리, 로맨스","결코 해선 안 될 사랑이란게 정말 있는걸까?24살을 앞두고 5년동안 사귄 남자친구와 이별 후 도쿄로 상경해 그곳에서 여러 새로운 인연을 만나게 된다.17살 연상의 마에노와 고등학교 선배인 카사자키.새로운 사랑에 망설이며, 어엿한 어른 여자로서 성장해 간다.",https://comic.naver.com/webtoon/list?titleId=791737&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/791737/thumbnail/thumbnail_IMAG06_82a51e1d-176c-41b0-8e8c-3bb17babd8e9.jpg,네이버 웹툰,"['사랑', '결코', '남자친구', '도쿄', '로맨스']"
615,홍예,"
							그련","스토리, 드라마",기묘한 요괴들로부터 아름다운 공주를 지키는 호위무사가 된 여란. 여란은 하루도 조용할 날 없는 황궁에서 자신과 모든 면에서 반대인 위겸과 사사건건 충돌하게 되지만… 둘은 공주를 지키며 어느새 서로에게 이끌리게 되는데…!,https://comic.naver.com/webtoon/list?titleId=784848&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/784848/thumbnail/thumbnail_IMAG06_d27b72cc-e1d2-4c14-b296-364904af7ce0.jpg,네이버 웹툰,"['공주', '드라마', '무사', '서로', '충돌']"
616,꼬드보,"
							뚜부","스토리, 로맨스","5년 사귄 여자친구가 이별을 고하고 프랑스로 떠나버렸다!불어는 1도 모른 채 전여친을 쫒아 무작정 프랑스로 향한 기운찬, 그곳에서 소매치기 당하는 여자 '김남주'를 구해내지만, 그녀의 남자친구가 다른 여자와 키스하는 것을 같이 보고 말았다.우여곡절 끝에 숙소에 도착한 기운찬은 또 괴한으로 오해받아 룸메들에게 발길질을 맞는데... 아무 준비 없이 시작한 프랑스의 삶은 순탄치 않다!!!",https://comic.naver.com/webtoon/list?titleId=784815&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/784815/thumbnail/thumbnail_IMAG06_868b4674-d002-4b36-a400-8bfd646848b5.jpg,네이버 웹툰,"['프랑스', '기운', '괴한', '도착', '발길질']"
617,투 두 리스트,"
							RYO. / FLEWing","스토리, 로맨스",키 큰 남자는 인기 있지! 그런 건 당연하잖아!키가 큰 연애 초보 오오모리 카즈키는 대학교 1학년이다. 어느 날 집 근처 미술대학에 다니는 키가 작은 연상의 여인을 사랑하게 된다.좋아하는 사람이 있다는게 이런 기분이 드는구나…그녀를 만나고 나의 매일은 그야말로...장밋빛! 이라고 생각하는데…이제보니...연애는 어떻게 하면 좋은 거지?모든 게 신선하고 모든 게 두근두근 거린다.누구나 한 번쯤은 겪어 본 '연애의 시작’를실화 이야기를 바탕으로 만들었습니다.,https://comic.naver.com/webtoon/list?titleId=791686&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/791686/thumbnail/thumbnail_IMAG06_f8affdee-2655-4441-a7fc-1bc7bdc06ac2.jpg,네이버 웹툰,"['연애', '남자', '로맨스', '근처', '대학']"
618,사파리 로맨스,"
							yoshua / 윤정","스토리, 로맨스","""그 많던 바나나는 누가 다 먹었을까?""낮에는 동물원 사육사로 일하는, 28년 모태솔로 봉우리! 남들은 다~~~해봤다는 연애 한 번 못해봤다!외로운 사육사 봉우리, 그러나 밤만 되면 본능, 육감 충실 19금 로맨스 소설 ""사파리 로맨스"" 작가 교미인으로 변신!넘치는 욕망을 과감하게 분출하는데...한편, 동물원의 새로운 원장 강산호는 우연히 교미인의 소설을 읽게 되고잠잠하던 그의 욕망이 교미인의 육감적인 소설에만 일어선다!",https://comic.naver.com/webtoon/list?titleId=784828&amp;weekday=dailyplus,https://shared-comic.pstatic.net/thumb/webtoon/784828/thumbnail/thumbnail_IMAG06_2cf75d45-3276-4f31-85ad-783877912333.jpg,네이버 웹툰,"['로맨스', '동물원', '봉우리', '사육사', '미인']"
